Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
1,17/9/2010,74,49,62,-2,50,56,3,0,533,1758, ,0,M,0,0,29.36,30.07,3.8,19,4.5
2,17/9/2010,74,51,63,M,49,56,2,0,-,-, ,M,M,M,0,29.42,30.06,3.9,19,4.8
1,18/9/2010,65,58,62,-2,55,58,3,0,535,1756,TSRA BR,0,M,0,0.35,29.42,30.13,3.9,3,6.5
2,18/9/2010,66,60,63,M,55,58,2,0,-,-,TSRA RA,M,M,M,0.22,29.49,30.12,2,3,7.3
1,19/9/2010,67,55,61,-2,49,55,4,0,536,1755,RA,0,M,0,  T,29.46,30.18,7.1,4,7.9
2,19/9/2010,68,56,62,M,48,55,3,0,-,-,RA,M,M,M,0.01,29.51,30.17,7.4,4,8.4
1,20/9/2010,75,62,69,7,60,63,0,4,537,1753, ,0,M,0,  T,29.29,30.04,4.5,12,6.6
2,20/9/2010,77,63,70,M,60,64,0,5,-,-, ,M,M,M,  T,29.35,30.02,5.4,12,7
1,21/9/2010,88,68,78,16,64,68,0,13,538,1751,TSRA RA,0,M,0,0.05,29.16,29.87,10.8,22,11.6
2,21/9/2010,89,67,78,M,62,67,0,13,-,-,TSRA RA,M,M,M,0.03,29.23,29.86,9.2,22,10.3
1,22/9/2010,74,63,69,7,61,63,0,4,539,1749, ,0,M,0,0,29.31,30.02,2.8,6,6
2,22/9/2010,75,64,70,M,61,63,0,5,-,-,BR,M,M,M,0,29.38,30.01,1.8,8,5.2
1,23/9/2010,89,65,77,16,62,68,0,12,540,1748, ,0,M,0,0,29.15,29.88,16.6,20,17.1
2,23/9/2010,90,66,78,M,61,68,0,13,-,-,BR,M,M,M,0,29.21,29.87,14.5,21,14.9
1,24/9/2010,80,56,68,7,54,59,0,3,541,1746,RA BR,0,M,0,0.26,29.18,29.88,15.6,25,17.3
2,24/9/2010,79,57,68,M,53,59,0,3,-,-,RA BR,M,M,M,0.2,29.24,29.87,14.8,25,16.6
1,25/9/2010,60,52,56,-5,43,49,9,0,542,1744, ,0,M,0,0,29.4,30.11,6.8,36,8.9
2,25/9/2010,60,52,56,M,43,49,9,0,-,-,RA,M,M,M,  T,29.45,30.1,7.4,36,9.5
1,26/9/2010,60,50,55,-5,45,49,10,0,543,1742,RA,0,M,0,  T,29.4,30.13,9.5,2,10.1
2,26/9/2010,60,52,56,M,44,50,9,0,-,-,RA,M,M,M,0.05,29.45,30.12,11.2,2,11.8
1,27/9/2010,65,48,57,-3,45,50,8,0,544,1741, ,0,M,0,0,29.18,29.95,1.4,2,4.9
2,27/9/2010,63,49,56,M,46,50,9,0,-,-,RA HZ,M,M,M,0.01,29.24,29.95,0.6,7,2.7
1,28/9/2010,71,46,59,0,45,52,6,0,545,1739, ,0,M,0,0,29.07,29.8,2.5,2,3.7
2,28/9/2010,70,46,58,M,44,51,7,0,-,-, ,M,M,M,0,29.13,29.79,2.1,6,3.7
1,29/9/2010,75,52,64,5,48,55,1,0,546,1737, ,0,M,0,0,29.09,29.81,5.4,22,5.7
2,29/9/2010,76,50,63,M,45,54,2,0,-,-, ,M,M,M,0,29.15,29.81,5.1,21,5.5
1,30/9/2010,74,52,63,4,49,55,2,0,547,1735, ,0,M,0,0,29.23,29.93,8.3,36,9.3
2,30/9/2010,75,53,64,M,49,55,1,0,-,-, ,M,M,M,0,29.29,29.91,8.3,1,10.1
1,1/10/2010,73,48,61,3,44,52,4,0,548,1734,RA BR,0,M,0,0.08,29.31,30.04,4.2,29,6.2
2,1/10/2010,74,49,62,M,43,52,3,0,-,-,RA,M,M,M,0.02,29.38,30.04,3.9,28,5.6
1,2/10/2010,57,45,51,-7,41,46,14,0,549,1732,RA,0,M,0,0.26,29.47,30.18,15.2,36,15.4
2,2/10/2010,55,46,51,M,42,47,14,0,-,-,RA DZ,M,M,M,0.25,29.52,30.16,17.5,36,17.8
1,3/10/2010,56,42,49,-8,39,44,16,0,550,1730,RA,0,M,0,0.08,29.64,30.36,10.3,1,11.3
2,3/10/2010,57,43,50,M,38,44,15,0,-,-,RA,M,M,M,0.01,29.68,30.35,9.7,36,11
1,4/10/2010,60,38,49,-8,39,45,16,0,552,1729, ,0,M,0,0,29.65,30.38,2.4,2,3.6
2,4/10/2010,59,41,50,M,39,45,15,0,-,-, ,M,M,M,0,29.7,30.38,2,3,4.4
1,5/10/2010,68,39,54,-3,38,46,11,0,553,1727, ,0,M,0,0,29.59,30.33,1.3,32,3.5
2,5/10/2010,66,40,53,M,37,46,12,0,-,-, ,M,M,M,0,29.65,30.34,0.7,36,2.7
1,6/10/2010,78,46,62,6,44,53,3,0,554,1725, ,0,M,0,0,29.33,30.07,7,28,7.9
2,6/10/2010,78,45,62,M,43,52,3,0,-,-, ,M,M,M,0,29.39,30.08,6.7,27,7.3
1,7/10/2010,76,49,63,7,39,50,2,0,555,1724, ,0,M,0,0,29.36,30.08,5.8,30,6.2
2,7/10/2010,76,49,63,M,40,51,2,0,-,-, ,M,M,M,0,29.42,30.08,2.9,31,4.5
1,8/10/2010,79,48,64,8,40,52,1,0,556,1722, ,0,M,0,0,29.31,30.03,7,24,7.3
2,8/10/2010,79,49,64,M,37,51,1,0,-,-, ,M,M,M,0,29.37,30.03,7,24,7.1
1,9/10/2010,86,55,71,16,52,59,0,6,557,1720, ,0,M,0,0,29.25,29.98,2.5,24,3.6
2,9/10/2010,87,56,72,M,49,59,0,7,-,-, ,M,M,M,0,29.31,29.97,3.9,24,4.2
1,10/10/2010,84,57,71,16,50,59,0,6,558,1719, ,0,M,0,0,29.16,29.89,4,25,4.1
2,10/10/2010,84,59,72,M,50,59,0,7,-,-, ,M,M,M,0,29.23,29.88,3.7,25,3.9
1,11/10/2010,82,54,68,14,52,58,0,3,559,1717, ,0,M,0,0,29.12,29.83,2.2,3,4
2,11/10/2010,81,57,69,M,53,59,0,4,-,-, ,M,M,M,0,29.18,29.82,1.5,34,4.3
1,12/10/2010,76,52,64,10,54,58,1,0,600,1715, ,0,M,0,0,29.21,29.92,3.3,6,3.9
2,12/10/2010,76,54,65,M,54,59,0,0,-,-, ,M,M,M,0,29.26,29.91,3.1,6,5
1,13/10/2010,66,47,57,4,46,52,8,0,602,1714,TSRA RA,0,M,0,0.1,29.35,30.06,7.2,35,8.6
2,13/10/2010,63,48,56,M,48,53,9,0,-,-,TSRA,M,M,M,0.26,29.4,30.05,7.3,36,8.3
1,14/10/2010,66,43,55,2,32,45,10,0,603,1712, ,0,M,0,0,29.21,29.96,7.2,27,9.2
2,14/10/2010,66,43,55,M,32,45,10,0,-,-, ,M,M,M,0,29.28,29.96,6.5,27,8
1,15/10/2010,63,44,54,1,41,47,11,0,604,1711, ,0,M,0,0,29.34,30.06,6.4,1,8.1
2,15/10/2010,62,47,55,M,41,47,10,0,-,-, ,M,M,M,0,29.4,30.05,6.6,36,9.2
1,16/10/2010,71,40,56,4,39,48,9,0,605,1709,BR,0,M,0,0,29.31,30.04,8,23,9.1
2,16/10/2010,71,44,58,M,39,48,7,0,-,-, ,M,M,M,0,29.38,30.04,6.4,22,7.1
1,17/10/2010,65,47,56,4,36,46,9,0,606,1707, ,0,M,0,0,29.35,30.08,3.7,1,5.4
2,17/10/2010,64,48,56,M,38,47,9,0,-,-, ,M,M,M,0,29.41,30.08,3.6,3,5.3
1,18/10/2010,61,43,52,1,40,47,13,0,607,1706, ,0,M,0,0,29.29,30.02,5,4,6.2
2,18/10/2010,60,45,53,M,41,47,12,0,-,-, ,M,M,M,0,29.35,30.02,4.1,5,5.6
1,19/10/2010,60,39,50,-1,35,43,15,0,608,1704, ,0,M,0,0,29.23,29.98,6.1,27,7.2
2,19/10/2010,61,40,51,M,35,44,14,0,-,-, ,M,M,M,0,29.29,29.98,5.3,28,6.4
1,20/10/2010,70,44,57,7,35,46,8,0,610,1703, ,0,M,0,  T,29.03,29.76,10.2,26,12.1
2,20/10/2010,70,46,58,M,35,46,7,0,-,-, ,M,M,M,  T,29.09,29.77,9.9,26,12.2
1,21/10/2010,56,38,47,-3,30,40,18,0,611,1701, ,0,M,0,0,29.25,29.96,9.4,30,10
2,21/10/2010,56,41,49,M,29,40,16,0,-,-, ,M,M,M,0,29.31,29.96,8.5,30,8.8
1,22/10/2010,64,33,49,-1,31,42,16,0,612,1660, ,0,M,0,0.02,29.34,30.07,5.8,21,6.5
2,22/10/2010,65,37,51,M,29,42,14,0,-,-, ,M,M,M,0.01,29.41,30.08,4.9,21,5.1
1,23/10/2010,65,54,60,11,47,53,5,0,613,1658,RA BR,0,M,0,0.1,29.2,29.94,10,21,11.4
2,23/10/2010,67,54,61,M,43,52,4,0,-,-,TSRA RA BR,M,M,M,0.21,29.26,29.95,9.8,20,10.3
1,24/10/2010,72,54,63,14,53,57,2,0,614,1657,RA BR,0,M,0,0.05,28.98,29.74,8.4,21,9.6
2,24/10/2010,73,57,65,M,51,57,0,0,-,-,TSRA,M,M,M,1.01,29.05,29.74,7.7,20,8.5
1,25/10/2010,72,56,64,16,56,60,1,0,616,1656,BR,0,M,0,0,28.74,29.5,11.6,19,12.4
2,25/10/2010,72,57,65,M,56,60,0,0,-,-,BR,M,M,M,0.01,28.8,29.5,10.1,19,10.7
1,26/10/2010,70,54,62,14,47,53,3,0,617,1654,RA BR,0,M,0,0.24,28.55,29.25,24.1,21,26.3
2,26/10/2010,71,54,63,M,47,54,2,0,-,-,RA BR,M,M,M,0.4,28.63,29.23,19.2,21,21.4
1,27/10/2010,65,43,54,6,32,44,11,0,618,1653, ,0,M,0,0,28.92,29.59,21.8,24,23.2
2,27/10/2010,65,43,54,M,31,45,11,0,-,-, ,M,M,M,0,29,29.6,20.8,25,22.1
1,28/10/2010,46,39,43,-4,31,38,22,0,619,1651, ,0,M,0,  T,29.43,30.1,13.7,28,14.1
2,28/10/2010,46,39,43,M,30,38,22,0,-,-, ,M,M,M,0,29.49,30.12,14.9,28,15.2
1,29/10/2010,50,31,41,-6,27,36,24,0,620,1650, ,0,M,0,0,29.48,30.24,6.2,24,8.9
2,29/10/2010,50,33,42,M,26,36,23,0,-,-, ,M,M,M,0,29.55,30.25,5.3,24,7
1,30/10/2010,63,42,53,7,32,42,12,0,622,1649, ,0,M,0,0,29.14,29.88,6.5,25,13.3
2,30/10/2010,63,41,52,M,32,42,13,0,-,-, ,M,M,M,0,29.21,29.9,6.1,24,13.3
1,31/10/2010,52,36,44,-2,30,38,21,0,623,1647, ,0,M,0,0,29.49,30.2,5.8,1,6.9
2,31/10/2010,52,39,46,M,31,40,19,0,-,-, ,M,M,M,0,29.55,30.2,9,3,9.9
1,1/5/2011,63,47,55,2,37,47,10,0,448,1849, ,0,M,0,0,29.26,29.95,11.4,26,11.9
2,1/5/2011,64,52,58,M,37,48,7,0,-,-, ,M,M,M,0,29.32,29.94,11.2,26,11.6
1,2/5/2011,59,42,51,-3,31,42,14,0,447,1850, ,0,M,0,0,29.46,30.17,5.3,36,9.9
2,2/5/2011,60,43,52,M,31,42,13,0,-,-, ,M,M,M,0,29.52,30.16,4.6,36,9.9
1,3/5/2011,50,37,44,-10,31,38,21,0,446,1851,RA,0,M,0,  T,29.5,30.23,6.7,3,7.6
2,3/5/2011,51,38,45,M,30,38,20,0,-,-,DZ,M,M,M,  T,29.56,30.23,8.2,2,8.7
1,4/5/2011,59,37,48,-6,29,40,17,0,444,1852, ,0,M,0,0,29.63,30.37,4.6,3,7.6
2,4/5/2011,57,37,47,M,29,40,18,0,-,-, ,M,M,M,0,29.7,30.37,4.9,3,7.3
1,5/5/2011,63,35,49,-6,40,46,16,0,443,1853,RA BR,0,M,0,0.06,29.33,30.12,10.9,20,11.5
2,5/5/2011,62,41,52,M,39,46,13,0,-,-,RA,M,M,M,0.1,29.4,30.13,10.4,19,10.9
1,6/5/2011,68,44,56,1,39,48,9,0,442,1855,RA,0,M,0,  T,29.11,29.87,6.8,28,7.8
2,6/5/2011,69,45,57,M,39,49,8,0,-,-,BR,M,M,M,0,29.18,29.87,7.9,27,9.3
1,7/5/2011,60,43,52,-3,44,48,13,0,441,1856, ,0,M,0,  T,29.13,29.85,5.1,5,6.9
2,7/5/2011,60,46,53,M,46,50,12,0,-,-, ,M,M,M,  T,29.18,29.84,5.3,5,7.9
1,8/5/2011,68,39,54,-2,43,49,11,0,439,1857, ,0,M,0,0,29.27,29.98,6.6,6,7.2
2,8/5/2011,68,44,56,M,44,50,9,0,-,-, ,M,M,M,0,29.33,29.97,6.9,6,7.8
1,9/5/2011,73,47,60,4,45,53,5,0,438,1858,RA,0,M,0,  T,29.15,29.89,14.3,11,14.7
2,9/5/2011,74,51,63,M,46,55,2,0,-,-, ,M,M,M,  T,29.21,29.89,15.3,12,15.6
1,10/5/2011,90,62,76,20,61,66,0,11,437,1859, ,0,M,0,0,29,29.72,6.2,14,8.6
2,10/5/2011,91,64,78,M,60,66,0,13,-,-,HZ,M,M,M,0,29.06,29.71,7.3,17,8.6
1,11/5/2011,87,63,75,18,66,68,0,10,436,1860,TS TSRA BR HZ,0,M,0,0.13,29.1,29.8,3.5,14,6.6
2,11/5/2011,88,67,78,M,65,69,0,13,-,-,BR HZ,M,M,M,0.28,29.16,29.78,4.4,14,6.4
1,12/5/2011,86,58,72,15,63,66,0,7,435,1901,TS TSRA BR,0,M,0,0.29,29.08,29.79,5.6,19,8.1
2,12/5/2011,87,63,75,M,61,66,0,10,-,-,TS BR HZ,M,M,M,0.02,29.13,29.78,4.3,19,7.4
1,13/5/2011,77,47,62,4,54,56,3,0,434,1902,RA BR,0,M,0,0.02,29,29.73,10.1,3,11
2,13/5/2011,77,47,62,M,54,57,3,0,-,-, ,M,M,M,0.01,29.07,29.71,10.5,1,11.5
1,14/5/2011,53,45,49,-9,47,48,16,0,433,1903,RA BR,0,M,0,0.31,29.01,29.73,16.7,2,16.9
2,14/5/2011,51,46,49,M,46,47,16,0,-,-,RA DZ BR,M,M,M,0.43,29.05,29.72,17,1,17.2
1,15/5/2011,46,41,44,-14,36,41,21,0,432,1904,RA BR,0,M,0,0.31,29.15,29.86,21.4,2,21.4
2,15/5/2011,48,42,45,M,38,42,20,0,-,-,RA BR,M,M,M,0.37,29.19,29.84,18.8,1,18.9
1,16/5/2011,52,37,45,-14,30,40,20,0,431,1905, ,0,M,0,0,29.28,30.01,13.5,2,13.9
2,16/5/2011,53,40,47,M,31,40,18,0,-,-, ,M,M,M,0,29.34,30.01,13.9,1,14.1
1,17/5/2011,60,40,50,-9,33,43,15,0,430,1906, ,0,M,0,0,29.21,29.96,12.2,3,12.7
2,17/5/2011,60,40,50,M,35,44,15,0,-,-, ,M,M,M,0,29.27,29.95,13.1,2,13.6
1,18/5/2011,57,49,53,-7,48,49,12,0,429,1907,RA DZ BR,0,M,0,0.07,29.16,29.89,6.2,2,7.1
2,18/5/2011,61,50,56,M,49,51,9,0,-,-,RA BR HZ,M,M,M,0.03,29.21,29.88,6.6,1,7
1,19/5/2011,72,49,61,1,53,56,4,0,428,1908,BR HZ,0,M,0,0,29.29,30,3.6,2,5.8
2,19/5/2011,73,50,62,M,53,55,3,0,-,-,BR HZ VCFG,M,M,M,0,29.36,30,3,2,5
1,20/5/2011,73,50,62,1,54,57,3,0,427,1909,BR,0,M,0,0,29.3,30.03,5.5,6,6
2,20/5/2011,72,50,61,M,53,56,4,0,-,-,BR,M,M,M,0,29.36,30.03,5.4,7,6.2
1,21/5/2011,75,50,63,2,59,62,2,0,426,1910,BR,0,M,0,0.01,29.13,29.87,7,15,8.1
2,21/5/2011,76,51,64,M,59,62,1,0,-,-,HZ,M,M,M,  T,29.2,29.87,8.1,15,9
1,22/5/2011,87,61,74,13,60,64,0,9,425,1911,TSRA RA BR,0,M,  T,0.58,28.95,29.7,10.3,19,11.4
2,22/5/2011,88,65,77,M,59,65,0,12,-,-,TSRA,M,M,M,0.12,29.02,29.69,11.2,18,11.6
1,23/5/2011,79,60,70,9,59,64,0,5,425,1912, ,0,M,0,  T,28.92,29.62,10,25,11.3
2,23/5/2011,80,65,73,M,59,64,0,8,-,-, ,M,M,M,  T,28.98,29.61,11.3,24,12.5
1,24/5/2011,66,47,57,-5,47,51,8,0,424,1913, ,0,M,0,0.11,29.15,29.86,12,4,12.4
2,24/5/2011,69,48,59,M,47,53,6,0,-,-, ,M,M,M,0.01,29.21,29.84,11.1,3,11.5
1,25/5/2011,67,47,57,-5,52,53,8,0,423,1914,TSRA RA BR,0,M,0,2.24,28.92,29.67,10.7,3,11.7
2,25/5/2011,75,49,62,M,53,55,3,0,-,-,TSRA RA BR,M,M,M,1.9,28.97,29.65,7.8,3,10.1
1,26/5/2011,49,43,46,-16,40,43,19,0,422,1915,RA BR,0,M,0,1.06,29.15,29.84,17.7,2,17.8
2,26/5/2011,50,43,47,M,40,43,18,0,-,-,RA BR,M,M,M,0.61,29.19,29.83,18.8,1,18.9
1,27/5/2011,58,40,49,-13,41,46,16,0,422,1916,RA,0,M,0,  T,29.21,29.93,7.3,5,8.7
2,27/5/2011,58,42,50,M,41,46,15,0,-,-,RA,M,M,M,0.01,29.27,29.94,6.6,4,8
1,28/5/2011,62,51,57,-6,55,55,8,0,421,1916,RA BR,0,M,0,0.12,29.1,29.83,6,18,6.7
2,28/5/2011,64,52,58,M,55,57,7,0,-,-,TSRA RA DZ BR HZ,M,M,M,0.23,29.16,29.83,4.4,18,5.8
1,29/5/2011,70,52,61,-3,59,60,4,0,421,1917,TS RA FG+ FG BR,0,M,0,1.88,29.16,29.86,3.6,11,5.7
2,29/5/2011,72,57,65,M,60,61,0,0,-,-,TSRA RA FG+ BR,M,M,M,0.92,29.23,29.86,3.6,11,6.6
1,30/5/2011,88,56,72,8,65,69,0,7,420,1918, ,0,M,0,0,29.26,29.97,12.4,20,12.8
2,30/5/2011,90,65,78,M,65,70,0,13,-,-, ,M,M,M,0,29.33,29.96,11.2,19,11.6
1,31/5/2011,85,69,77,13,64,68,0,12,420,1919,TS,0,M,0,0.08,29.34,30.04,12.4,22,13.2
2,31/5/2011,88,69,79,M,65,70,0,14,-,-,RA,M,M,M,  T,29.41,30.02,12.4,22,13.2
1,1/6/2011,81,59,70,6,49,59,0,5,419,1920, ,0,M,0,0,29.44,30.17,10.7,27,10.5
2,1/6/2011,82,63,73,M,49,59,0,8,-,-, ,M,M,M,0,29.51,30.15,11.5,26,11.5
1,2/6/2011,69,56,63,-1,44,53,2,0,419,1920,RA,0,M,0,0.02,29.45,30.19,9,6,9.4
2,2/6/2011,69,57,63,M,45,53,2,0,-,-,RA,M,M,M,  T,29.51,30.18,8.9,6,9.6
1,3/6/2011,87,55,71,7,62,67,0,6,418,1921, ,0,M,0,0.01,29.31,30.04,10.8,17,11.5
2,3/6/2011,88,57,73,M,61,67,0,8,-,-,RA,M,M,M,0.18,29.37,30.03,10,16,10.6
1,4/6/2011,92,64,78,14,64,68,0,13,418,1922,TSRA,0,M,0,0.18,29.31,30.02,1.4,26,8.5
2,4/6/2011,91,67,79,M,64,69,0,14,-,-, ,M,M,M,0.5,29.38,30,3,26,8.1
1,5/6/2011,85,60,73,8,55,62,0,8,417,1923, ,0,M,0,  T,29.36,30.08,3.1,7,5.4
2,5/6/2011,84,63,74,M,55,62,0,9,-,-, ,M,M,M,0.01,29.41,30.06,2.7,8,5
1,6/6/2011,93,60,77,11,64,69,0,12,417,1923, ,0,M,0,0,29.15,29.89,8.5,20,9.7
2,6/6/2011,94,62,78,M,63,69,0,13,-,-, ,M,M,M,0,29.22,29.88,7.8,20,8.6
1,7/6/2011,96,75,86,20,65,72,0,21,417,1924, ,0,M,0,0,29.11,29.82,10.3,23,10.6
2,7/6/2011,96,77,87,M,64,72,0,22,-,-, ,M,M,M,0,29.18,29.8,9.7,23,10.1
1,8/6/2011,95,66,81,15,64,71,0,16,417,1925,TSRA,0,M,0,0.17,29.13,29.81,11.6,24,13.4
2,8/6/2011,96,67,82,M,63,71,0,17,-,-,TSRA BR,M,M,M,0.69,29.2,29.8,9.3,23,12.1
1,9/6/2011,69,50,60,-6,52,55,5,0,416,1925,TSRA RA BR,0,M,  T,0.93,29.28,30,8,4,12.5
2,9/6/2011,69,52,61,M,54,56,4,0,-,-,TSRA BR,M,M,M,2.17,29.34,29.98,7,4,12
1,10/6/2011,69,51,60,-7,56,57,5,0,416,1926,RA BR HZ,0,M,0,0.52,29.21,29.94,6.4,3,8
2,10/6/2011,71,51,61,M,56,58,4,0,-,-,TS TSRA BR HZ,M,M,M,0.44,29.26,29.92,6.1,1,7.5
1,11/6/2011,62,52,57,-10,54,55,8,0,416,1926,RA DZ FG+ FG BR,0,M,0,0.03,29.24,29.95,4.7,5,5.7
2,11/6/2011,65,53,59,M,54,56,6,0,-,-,TSRA RA DZ BR,M,M,M,0.1,29.29,29.94,5.4,2,5.8
1,12/6/2011,64,50,57,-11,45,52,8,0,416,1927,BR,0,M,0,0,29.38,30.1,8.3,3,8.9
2,12/6/2011,64,51,58,M,45,52,7,0,-,-, ,M,M,M,0,29.44,30.09,9.4,2,9.9
1,13/6/2011,72,54,63,-5,43,53,2,0,416,1927, ,0,M,0,0,29.39,30.11,7.5,6,7.8
2,13/6/2011,71,56,64,M,43,53,1,0,-,-, ,M,M,M,0,29.44,30.11,8,6,8.7
1,14/6/2011,77,53,65,-3,49,56,0,0,416,1928, ,0,M,0,0,29.25,30.01,7.8,9,8.6
2,14/6/2011,77,58,68,M,49,57,0,3,-,-, ,M,M,M,0,29.31,30,7.8,9,8.3
1,15/6/2011,71,57,64,-4,59,61,1,0,416,1928,TSRA RA BR,0,M,0,0.8,29,29.73,9.2,15,11.2
2,15/6/2011,72,57,65,M,59,62,0,0,-,-,TSRA RA BR,M,M,M,0.84,29.07,29.73,8.4,16,11.2
1,16/6/2011,81,61,71,2,59,63,0,6,416,1929,RA BR,0,M,0,0.04,29.05,29.76,5.5,29,7.5
2,16/6/2011,81,62,72,M,59,63,0,7,-,-,RA BR,M,M,M,0.03,29.12,29.75,6.6,26,9.1
1,17/6/2011,82,60,71,2,60,64,0,6,416,1929, ,0,M,0,0,29.13,29.83,5.8,6,6.6
2,17/6/2011,82,64,73,M,60,65,0,8,-,-, ,M,M,M,0,29.18,29.81,5.3,7,6.2
1,18/6/2011,84,61,73,3,62,65,0,8,416,1929, ,0,M,0,0,29.1,29.82,4.6,6,6.4
2,18/6/2011,83,63,73,M,62,66,0,8,-,-, ,M,M,M,0,29.16,29.8,4.5,8,6.4
1,19/6/2011,81,63,72,2,65,68,0,7,416,1930, ,0,M,0,0,29.03,29.75,4.1,11,5.2
2,19/6/2011,83,65,74,M,65,69,0,9,-,-,BR,M,M,M,0,29.08,29.73,3.7,14,4.9
1,20/6/2011,79,65,72,2,67,69,0,7,416,1930,TSRA RA BR,0,M,0,0.18,29.01,29.72,6.2,16,8.1
2,20/6/2011,80,69,75,M,67,69,0,10,-,-,TSRA BR,M,M,M,1.23,29.07,29.7,8,16,9.5
1,21/6/2011,89,66,78,8,70,72,0,13,416,1930,RA BR SQ,0,M,0,0.45,28.92,29.64,11.5,18,12.1
2,21/6/2011,89,69,79,M,70,73,0,14,-,-,TSRA RA BR,M,M,M,0.08,28.98,29.63,11,18,11.8
1,22/6/2011,73,64,69,-1,63,65,0,4,417,1931,RA,0,M,0,0.02,28.89,29.59,12.6,21,13.4
2,22/6/2011,75,66,71,M,62,65,0,6,-,-, ,M,M,M,0.02,28.95,29.59,12.9,21,13.4
1,23/6/2011,71,62,67,-3,59,62,0,2,417,1931,RA BR,0,M,0,0.01,28.9,29.6,11.4,26,12.7
2,23/6/2011,72,63,68,M,60,63,0,3,-,-,RA BR,M,M,M,0.05,28.96,29.6,12.6,26,13.5
1,24/6/2011,68,60,64,-7,56,59,1,0,417,1931, ,0,M,0,0,29.08,29.76,9.4,29,9.6
2,24/6/2011,68,60,64,M,55,59,1,0,-,-, ,M,M,M,0,29.13,29.76,8.5,29,8.7
1,25/6/2011,79,58,69,-2,53,60,0,4,417,1931, ,0,M,0,0,29.21,29.92,2.5,10,4.6
2,25/6/2011,78,61,70,M,52,60,0,5,-,-,RA,M,M,M,  T,29.28,29.91,3.9,9,5.8
1,26/6/2011,81,57,69,-2,53,60,0,4,418,1931, ,0,M,0,0,29.23,29.94,5.8,9,6.9
2,26/6/2011,80,64,72,M,53,61,0,7,-,-, ,M,M,M,0,29.28,29.93,6.5,9,7
1,27/6/2011,81,65,73,2,63,67,0,8,418,1931,RA HZ,0,M,0,0.03,29.08,29.8,6.9,21,10.8
2,27/6/2011,80,67,74,M,64,67,0,9,-,-,RA BR,M,M,M,0.14,29.15,29.79,6.4,21,9.2
1,28/6/2011,81,63,72,1,54,61,0,7,419,1931, ,0,M,0,0,29.28,29.98,9.1,30,9.6
2,28/6/2011,81,65,73,M,53,61,0,8,-,-, ,M,M,M,0,29.34,29.97,7.2,30,8.6
1,29/6/2011,81,59,70,-1,56,62,0,5,419,1931, ,0,M,0,0,29.35,30.06,3.7,8,5.4
2,29/6/2011,80,63,72,M,55,62,0,7,-,-, ,M,M,M,0,29.41,30.04,3.9,8,5.9
1,30/6/2011,88,60,74,2,62,67,0,9,419,1931, ,0,M,0,  T,29.28,30,8.2,17,9.4
2,30/6/2011,89,66,78,M,61,67,0,13,-,-,TS TSRA RA VCTS,M,M,M,0.03,29.34,29.99,9.2,16,10.6
1,1/7/2011,89,72,81,9,62,68,0,16,420,1931, ,0,M,0,0,29.24,29.96,14.3,18,14.9
2,1/7/2011,89,70,80,M,63,68,0,15,-,-,TS RA,M,M,M,0.01,29.31,29.95,10.4,18,10.8
1,2/7/2011,94,71,83,11,70,74,0,18,420,1931,BR,0,M,0,0,29.25,29.95,3.9,24,8.3
2,2/7/2011,93,73,83,M,71,74,0,18,-,-,BR,M,M,M,0,29.31,29.94,3.1,23,7.5
1,3/7/2011,84,69,77,5,57,65,0,12,421,1931, ,0,M,0,0,29.28,29.98,4.7,2,5.9
2,3/7/2011,86,70,78,M,58,65,0,13,-,-, ,M,M,M,0,29.33,29.96,4.4,3,6.1
1,4/7/2011,89,65,77,5,55,64,0,12,422,1930, ,0,M,0,0,29.26,29.97,2.9,5,4.3
2,4/7/2011,88,68,78,M,53,63,0,13,-,-,FU,M,M,M,0,29.32,29.95,3.3,7,4.5
1,5/7/2011,91,68,80,8,60,68,0,15,422,1930, ,0,M,0,0,29.25,29.96,5.2,28,6.2
2,5/7/2011,92,67,80,M,59,68,0,15,-,-, ,M,M,M,0,29.31,29.94,4.9,26,5.6
1,6/7/2011,86,70,78,6,61,67,0,13,423,1930, ,0,M,0,  T,29.27,29.97,5.7,4,7.5
2,6/7/2011,87,71,79,M,60,67,0,14,-,-, ,M,M,M,0,29.33,29.95,5.9,4,7.3
1,7/7/2011,82,63,73,1,53,62,0,8,423,1930,RA,0,M,0,  T,29.22,29.95,5.1,7,6.2
2,7/7/2011,81,66,74,M,55,63,0,9,-,-,RA,M,M,M,0.07,29.28,29.93,5.7,7,7.1
1,8/7/2011,86,61,74,1,51,62,0,9,424,1929, ,0,M,0,0,29.17,29.88,5.1,6,6
2,8/7/2011,86,65,76,M,52,63,0,11,-,-, ,M,M,M,0,29.22,29.86,5.2,4,6.5
1,9/7/2011,91,61,76,3,58,66,0,11,425,1929, ,0,M,0,0,29.21,29.92,5.2,19,5.9
2,9/7/2011,90,67,79,M,60,68,0,14,-,-, ,M,M,M,0,29.27,29.9,5.4,18,6.5
1,10/7/2011,91,74,83,10,68,72,0,18,425,1929,HZ,0,M,0,  T,29.18,29.89,9.3,19,9.7
2,10/7/2011,91,75,83,M,67,72,0,18,-,-,HZ,M,M,M,  T,29.23,29.87,7.8,19,8.1
